"","Date","HomeTeam","AwayTeam","FTHG","FTAG","Resultado"
"1805",2023-04-15,"Cadiz","Real Madrid",0,2,"Victoria Visitante"
"1806",2023-04-16,"Girona","Elche",2,0,"Victoria Local"
"1807",2023-04-16,"Getafe","Barcelona",0,0,"Empate"
"1808",2023-04-16,"Ath Madrid","Almeria",2,1,"Victoria Local"
"1809",2023-04-16,"Valencia","Sevilla",0,2,"Victoria Visitante"
"1810",2023-04-17,"Celta","Mallorca",0,1,"Victoria Visitante"
"1811",2023-04-21,"Espanol","Cadiz",0,0,"Empate"
"1812",2023-04-22,"Osasuna","Betis",3,2,"Victoria Local"
"1813",2023-04-22,"Almeria","Ath Bilbao",1,2,"Victoria Visitante"
"1814",2023-04-22,"Sociedad","Vallecano",2,1,"Victoria Local"
"1815",2023-04-22,"Valladolid","Girona",1,0,"Victoria Local"
"1816",2023-04-22,"Real Madrid","Celta",2,0,"Victoria Local"
"1817",2023-04-23,"Elche","Valencia",0,2,"Victoria Visitante"
"1818",2023-04-23,"Barcelona","Ath Madrid",1,0,"Victoria Local"
"1819",2023-04-23,"Mallorca","Getafe",3,1,"Victoria Local"
"1820",2023-04-23,"Sevilla","Villarreal",2,1,"Victoria Local"
"1821",2023-04-25,"Cadiz","Osasuna",0,1,"Victoria Visitante"
"1822",2023-04-25,"Girona","Real Madrid",4,2,"Victoria Local"
"1823",2023-04-25,"Betis","Sociedad",0,0,"Empate"
"1824",2023-04-26,"Ath Madrid","Mallorca",3,1,"Victoria Local"
"1825",2023-04-26,"Getafe","Almeria",1,2,"Victoria Visitante"
"1826",2023-04-26,"Celta","Elche",1,0,"Victoria Local"
"1827",2023-04-26,"Vallecano","Barcelona",2,1,"Victoria Local"
"1828",2023-04-27,"Valencia","Valladolid",2,1,"Victoria Local"
"1829",2023-04-27,"Villarreal","Espanol",4,2,"Victoria Local"
"1830",2023-04-27,"Ath Bilbao","Sevilla",0,1,"Victoria Visitante"
"1831",2023-04-28,"Osasuna","Sociedad",0,2,"Victoria Visitante"
"1832",2023-04-29,"Elche","Vallecano",4,0,"Victoria Local"
"1833",2023-04-29,"Real Madrid","Almeria",4,2,"Victoria Local"
"1834",2023-04-29,"Barcelona","Betis",4,0,"Victoria Local"
"1835",2023-04-30,"Cadiz","Valencia",2,1,"Victoria Local"
"1836",2023-04-30,"Villarreal","Celta",3,1,"Victoria Local"
"1837",2023-04-30,"Espanol","Getafe",1,0,"Victoria Local"
"1838",2023-04-30,"Valladolid","Ath Madrid",2,5,"Victoria Visitante"
"1839",2023-05-01,"Mallorca","Ath Bilbao",1,1,"Empate"
"1840",2023-05-01,"Sevilla","Girona",0,2,"Victoria Visitante"
"1841",2023-05-02,"Almeria","Elche",2,1,"Victoria Local"
"1842",2023-05-02,"Barcelona","Osasuna",1,0,"Victoria Local"
"1843",2023-05-02,"Sociedad","Real Madrid",2,0,"Victoria Local"
"1844",2023-05-03,"Valencia","Villarreal",1,1,"Empate"
"1845",2023-05-03,"Ath Madrid","Cadiz",5,1,"Victoria Local"
"1846",2023-05-03,"Getafe","Celta",1,0,"Victoria Local"
"1847",2023-05-04,"Girona","Mallorca",2,1,"Victoria Local"
"1848",2023-05-04,"Sevilla","Espanol",3,2,"Victoria Local"
"1849",2023-05-04,"Ath Bilbao","Betis",0,1,"Victoria Visitante"
"1850",2023-05-04,"Vallecano","Valladolid",2,1,"Victoria Local"
"1851",2023-05-12,"Mallorca","Cadiz",1,0,"Victoria Local"
"1852",2023-05-13,"Sociedad","Girona",2,2,"Empate"
"1853",2023-05-13,"Osasuna","Almeria",3,1,"Victoria Local"
"1854",2023-05-13,"Villarreal","Ath Bilbao",5,1,"Victoria Local"
"1855",2023-05-13,"Real Madrid","Getafe",1,0,"Victoria Local"
"1856",2023-05-14,"Celta","Valencia",1,2,"Victoria Visitante"
"1857",2023-05-14,"Elche","Ath Madrid",1,0,"Victoria Local"
"1858",2023-05-14,"Valladolid","Sevilla",0,3,"Victoria Visitante"
"1859",2023-05-14,"Espanol","Barcelona",2,4,"Victoria Visitante"
"1860",2023-05-15,"Betis","Vallecano",3,1,"Victoria Local"
"1861",2023-05-19,"Cadiz","Valladolid",2,0,"Victoria Local"
"1862",2023-05-20,"Girona","Villarreal",1,2,"Victoria Visitante"
"1863",2023-05-20,"Ath Bilbao","Celta",2,1,"Victoria Local"
"1864",2023-05-20,"Almeria","Mallorca",3,0,"Victoria Local"
"1865",2023-05-20,"Getafe","Elche",1,1,"Empate"
"1866",2023-05-20,"Barcelona","Sociedad",1,2,"Victoria Visitante"
"1867",2023-05-21,"Vallecano","Espanol",1,2,"Victoria Visitante"
"1868",2023-05-21,"Ath Madrid","Osasuna",3,0,"Victoria Local"
"1869",2023-05-21,"Valencia","Real Madrid",1,0,"Victoria Local"
"1870",2023-05-21,"Sevilla","Betis",0,0,"Empate"
"1871",2023-05-23,"Celta","Girona",1,1,"Empate"
"1872",2023-05-23,"Sociedad","Almeria",1,0,"Victoria Local"
"1873",2023-05-23,"Valladolid","Barcelona",3,1,"Victoria Local"
"1874",2023-05-24,"Elche","Sevilla",1,1,"Empate"
"1875",2023-05-24,"Real Madrid","Vallecano",2,1,"Victoria Local"
"1876",2023-05-24,"Villarreal","Cadiz",2,0,"Victoria Local"
"1877",2023-05-24,"Betis","Getafe",0,1,"Victoria Visitante"
"1878",2023-05-24,"Espanol","Ath Madrid",3,3,"Empate"
"1879",2023-05-25,"Mallorca","Valencia",1,0,"Victoria Local"
"1880",2023-05-25,"Osasuna","Ath Bilbao",2,0,"Victoria Local"
"1881",2023-05-27,"Sevilla","Real Madrid",1,2,"Victoria Visitante"
"1882",2023-05-28,"Almeria","Valladolid",0,0,"Empate"
"1883",2023-05-28,"Ath Bilbao","Elche",0,1,"Victoria Visitante"
"1884",2023-05-28,"Ath Madrid","Sociedad",2,1,"Victoria Local"
"1885",2023-05-28,"Barcelona","Mallorca",3,0,"Victoria Local"
"1886",2023-05-28,"Cadiz","Celta",1,0,"Victoria Local"
"1887",2023-05-28,"Getafe","Osasuna",2,1,"Victoria Local"
"1888",2023-05-28,"Girona","Betis",1,2,"Victoria Visitante"
"1889",2023-05-28,"Valencia","Espanol",2,2,"Empate"
"1890",2023-05-28,"Vallecano","Villarreal",2,1,"Victoria Local"
"1891",2023-06-04,"Mallorca","Vallecano",3,0,"Victoria Local"
"1892",2023-06-04,"Osasuna","Girona",2,1,"Victoria Local"
"1893",2023-06-04,"Real Madrid","Ath Bilbao",1,1,"Empate"
"1894",2023-06-04,"Sociedad","Sevilla",2,1,"Victoria Local"
"1895",2023-06-04,"Villarreal","Ath Madrid",2,2,"Empate"
"1896",2023-06-04,"Betis","Valencia",1,1,"Empate"
"1897",2023-06-04,"Celta","Barcelona",2,1,"Victoria Local"
"1898",2023-06-04,"Elche","Cadiz",1,1,"Empate"
"1899",2023-06-04,"Espanol","Almeria",3,3,"Empate"
"1900",2023-06-04,"Valladolid","Getafe",0,0,"Empate"
